estudiante_id_ofuscado,codigo_curso,periodo_academico,fecha_acta,oportunidad_evaluacion,seccion,zona,nota_examen,nota_total,resultado,numero_acta,estado_acta
8cd78b9b-ec67-5cc2-a2e0-f9086c2a104e,072,S1,2024-05-13,Ordinario,A,49,7,56,Reprobado,ACTA-2024-S1-072-A-ORD,Normal
978d05a1-a5a9-5ba4-9e3c-f3840d820cc0,072,S1,2024-05-13,Ordinario,A,57,24,81,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
9ffa6583-b745-5ab4-b96f-0cb448667369,072,S1,2024-05-13,Ordinario,A,34,6,40,Reprobado,ACTA-2024-S1-072-A-ORD,Normal
b481fb0d-4c7d-5dbf-8e5a-85fcf4533ba4,072,S1,2024-05-13,Ordinario,A,36,26,62,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
b73c830f-c8ef-567b-bcb4-081b76752502,072,S1,2024-05-13,Ordinario,A,55,15,70,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
c51f9510-af9e-5a2e-8d05-9db91cfc5948,072,S1,2024-05-13,Ordinario,A,63,0,63,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
d2f58abe-3bd7-5f07-9c7e-3a449807463d,072,S1,2024-05-13,Ordinario,A,41,26,67,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
da0c1c2d-eae2-57b8-b466-96a10f60d443,072,S1,2024-05-13,Ordinario,A,43,16,59,Reprobado,ACTA-2024-S1-072-A-ORD,Normal
dc7a4a7d-204c-510b-8a49-6ce8ff399651,072,S1,2024-05-13,Ordinario,A,42,28,70,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
f52fddd3-e36f-5a82-a378-727e37fe4596,072,S1,2024-05-13,Ordinario,A,51,23,74,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
fc57b469-8570-5031-b6b6-027ecfb0f9a7,072,S1,2024-05-13,Ordinario,A,63,2,65,Aprobado,ACTA-2024-S1-072-A-ORD,Normal
1f2b77ef-07aa-502d-929d-d94213b94b63,072,S1,2024-05-25,Primera recuperacion,A,36,4,40,Reprobado,ACTA-2024-S1-072-A-REC1,Normal
3d0a4f10-ddc8-5c1d-9130-52080699b517,072,S1,2024-05-25,Primera recuperacion,A,50,8,58,Reprobado,ACTA-2024-S1-072-A-REC1,Normal
8cd78b9b-ec67-5cc2-a2e0-f9086c2a104e,072,S1,2024-05-25,Primera recuperacion,A,49,7,56,Reprobado,ACTA-2024-S1-072-A-REC1,Normal
9ffa6583-b745-5ab4-b96f-0cb448667369,072,S1,2024-05-25,Primera recuperacion,A,34,29,63,Aprobado,ACTA-2024-S1-072-A-REC1,Normal
da0c1c2d-eae2-57b8-b466-96a10f60d443,072,S1,2024-05-25,Primera recuperacion,A,43,16,59,Reprobado,ACTA-2024-S1-072-A-REC1,Normal
1f2b77ef-07aa-502d-929d-d94213b94b63,072,S1,2024-07-08,Segunda recuperacion,A,36,30,66,Aprobado,ACTA-2024-S1-072-A-REC2,Normal
3d0a4f10-ddc8-5c1d-9130-52080699b517,072,S1,2024-07-08,Segunda recuperacion,A,50,8,58,Reprobado,ACTA-2024-S1-072-A-REC2,Normal
0045968e-85a2-5b82-bc32-83b532db55cd,072,S1,2024-05-12,Ordinario,C,53,15,68,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
00a20d4b-9043-50fd-9656-3d18b3d769d1,072,S1,2024-05-12,Ordinario,C,47,16,63,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
01bab3f1-2982-57c8-8f29-8cf445b6214e,072,S1,2024-05-12,Ordinario,C,51,24,75,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
0982685f-f12c-5cbc-87fb-2af443788fef,072,S1,2024-05-12,Ordinario,C,49,15,64,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
11b3b6a5-c3f8-5413-a4d3-bf4c2dee1df7,072,S1,2024-05-12,Ordinario,C,45,28,73,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
13b9c86d-9619-5631-94db-1fa1670bd20b,072,S1,2024-05-12,Ordinario,C,56,28,84,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
270a0504-64d3-5ff7-bda8-d02793ef8a81,072,S1,2024-05-12,Ordinario,C,56,30,86,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
27211edc-1649-54b6-b315-76064d324463,072,S1,2024-05-12,Ordinario,C,37,9,46,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,072,S1,2024-05-12,Ordinario,C,39,19,58,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
41833e6f-ff9c-5e3d-8bc1-bf5c5abc3959,072,S1,2024-05-12,Ordinario,C,51,NSP,51,NSP,ACTA-2024-S1-072-C-ORD,Normal
44265d66-98f6-5e01-98b4-22e7f68180a9,072,S1,2024-05-12,Ordinario,C,45,6,51,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
47413417-88fb-5b3e-957d-208714a3e40a,072,S1,2024-05-12,Ordinario,C,49,24,73,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
496acb28-ec74-5afd-ad47-b5e79d157dbe,072,S1,2024-05-12,Ordinario,C,49,21,70,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
4a2ce805-bcd0-5f19-ab09-687335d8db6b,072,S1,2024-05-12,Ordinario,C,33,14,47,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
54efacbd-8d05-5312-8217-122e8f73fddc,072,S1,2024-05-12,Ordinario,C,66,22,88,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
590a15b3-d7a2-52b9-ab96-bf974ee42530,072,S1,2024-05-12,Ordinario,C,39,22,61,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
5f88dc9a-1680-52ba-95d3-277b3d08cd6a,072,S1,2024-05-12,Ordinario,C,58,NSP,58,NSP,ACTA-2024-S1-072-C-ORD,Normal
61c7e1ff-5e5c-5001-8567-a3771ff133dd,072,S1,2024-05-12,Ordinario,C,66,10,76,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
6a5add93-63e2-56da-ad52-61e4a59b33d7,072,S1,2024-05-12,Ordinario,C,33,10,43,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
73b10026-ae9f-549d-9df0-f12a55fe95f5,072,S1,2024-05-12,Ordinario,C,40,27,67,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
82c26a79-1d7f-541f-a528-1fa65eacb07f,072,S1,2024-05-12,Ordinario,C,42,29,71,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
892d453e-ad59-5c86-bc3e-bdd521dd397b,072,S1,2024-05-12,Ordinario,C,49,3,52,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
8c6b782d-1004-5643-8e93-3a5fca01dcd3,072,S1,2024-05-12,Ordinario,C,42,2,44,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
ad10f604-2695-5bb8-9b2b-5740bf0e649d,072,S1,2024-05-12,Ordinario,C,62,5,67,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
bc81ba4d-c2d3-5069-aa38-750cf904b140,072,S1,2024-05-12,Ordinario,C,39,10,49,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
bd6823c1-6617-541e-b44d-2de09a66e52e,072,S1,2024-05-12,Ordinario,C,33,20,53,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
bfe5ef19-d0c8-5540-803a-a9fd11a6409a,072,S1,2024-05-12,Ordinario,C,43,20,63,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
c22564cf-cae3-58e7-b34e-1ee6d3c9993a,072,S1,2024-05-12,Ordinario,C,53,0,53,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
c9be5db4-4388-5e6e-bdb4-3792752de6b4,072,S1,2024-05-12,Ordinario,C,34,15,49,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
d11c046e-c9c2-5193-9cc1-77492c5d1264,072,S1,2024-05-12,Ordinario,C,43,29,72,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
d79beb1a-7cf0-5775-9371-58bfa0b31898,072,S1,2024-05-12,Ordinario,C,41,12,53,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
e42d7ce0-3048-53ab-8d1d-178e47c9bc3e,072,S1,2024-05-12,Ordinario,C,39,27,66,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
e900eff1-a3f4-5be4-86dd-49f64721fc82,072,S1,2024-05-12,Ordinario,C,42,30,72,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
ed913d33-9a4a-5cda-a123-31a39a3a328e,072,S1,2024-05-12,Ordinario,C,51,12,63,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
f1bca5fd-d3c7-5b2e-a90e-fbbf75fbcb41,072,S1,2024-05-12,Ordinario,C,55,9,64,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
f75c73c4-4353-55c2-b404-dd551be115aa,072,S1,2024-05-12,Ordinario,C,47,23,70,Aprobado,ACTA-2024-S1-072-C-ORD,Normal
fc8f1dd9-0500-5ce4-9533-7c16115f0457,072,S1,2024-05-12,Ordinario,C,34,23,57,Reprobado,ACTA-2024-S1-072-C-ORD,Normal
27211edc-1649-54b6-b315-76064d324463,072,S1,2024-05-22,Primera recuperacion,C,37,30,67,Aprobado,ACTA-2024-S1-072-C-REC1,Normal
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,072,S1,2024-05-22,Primera recuperacion,C,39,19,58,Reprobado,ACTA-2024-S1-072-C-REC1,Normal
4a2ce805-bcd0-5f19-ab09-687335d8db6b,072,S1,2024-05-22,Primera recuperacion,C,33,29,62,Aprobado,ACTA-2024-S1-072-C-REC1,Normal
8c6b782d-1004-5643-8e93-3a5fca01dcd3,072,S1,2024-05-22,Primera recuperacion,C,42,2,44,Reprobado,ACTA-2024-S1-072-C-REC1,Normal
bd6823c1-6617-541e-b44d-2de09a66e52e,072,S1,2024-05-22,Primera recuperacion,C,33,20,53,Reprobado,ACTA-2024-S1-072-C-REC1,Normal
c9be5db4-4388-5e6e-bdb4-3792752de6b4,072,S1,2024-05-22,Primera recuperacion,C,34,15,49,Reprobado,ACTA-2024-S1-072-C-REC1,Normal
d79beb1a-7cf0-5775-9371-58bfa0b31898,072,S1,2024-05-22,Primera recuperacion,C,41,29,70,Aprobado,ACTA-2024-S1-072-C-REC1,Normal
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,072,S1,2024-07-07,Segunda recuperacion,C,39,27,66,Aprobado,ACTA-2024-S1-072-C-REC2,Normal
46f5141f-c212-54cb-a059-aceb91052900,077,S1,2024-05-12,Ordinario,A,51,0,51,Reprobado,ACTA-2024-S1-077-A-ORD,Normal
4a6b3546-7880-595e-b541-6aab9d24320b,077,S1,2024-05-12,Ordinario,A,38,30,68,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
536a507b-cae9-556a-aca9-6fa541df708f,077,S1,2024-05-12,Ordinario,A,45,13,58,Reprobado,ACTA-2024-S1-077-A-ORD,Normal
7f65857e-5b14-557a-bd52-34d73e3b4017,077,S1,2024-05-12,Ordinario,A,53,10,63,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
7f9606ee-06b3-5cde-b8e8-5ecc400c2647,077,S1,2024-05-12,Ordinario,A,35,6,41,Reprobado,ACTA-2024-S1-077-A-ORD,Normal
89e30471-3014-5c79-9455-e1c4f2ee60bd,077,S1,2024-05-12,Ordinario,A,32,27,59,Reprobado,ACTA-2024-S1-077-A-ORD,Normal
8adbc82c-808f-5b1d-b86c-04b04f2a4aad,077,S1,2024-05-12,Ordinario,A,53,9,62,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
a0ce5501-c941-5d6f-bdff-a357ccb52bd7,077,S1,2024-05-12,Ordinario,A,51,21,72,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
b69b6146-9244-5946-800b-bab8d07fdf29,077,S1,2024-05-12,Ordinario,A,57,20,77,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
bd33a1e4-88e2-5537-8532-82d6a9b59ed2,077,S1,2024-05-12,Ordinario,A,49,26,75,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
c89bf0ca-8b71-5ca2-971d-575175c65ad9,077,S1,2024-05-12,Ordinario,A,55,12,67,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
d4527165-c6ec-5c29-a3ed-988cd19e5f3f,077,S1,2024-05-12,Ordinario,A,68,9,77,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
ea6d5422-828f-5de1-9fda-fcc0b60d4590,077,S1,2024-05-12,Ordinario,A,49,29,78,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
f113ca9c-f96d-574a-8d4e-37dbed8a6755,077,S1,2024-05-12,Ordinario,A,38,22,60,Reprobado,ACTA-2024-S1-077-A-ORD,Normal
f4c71755-c25b-53e6-aae7-bf388a03494c,077,S1,2024-05-12,Ordinario,A,40,26,66,Aprobado,ACTA-2024-S1-077-A-ORD,Normal
46f5141f-c212-54cb-a059-aceb91052900,077,S1,2024-05-26,Primera recuperacion,A,51,0,51,Reprobado,ACTA-2024-S1-077-A-REC1,Normal
7f9606ee-06b3-5cde-b8e8-5ecc400c2647,077,S1,2024-05-26,Primera recuperacion,A,35,6,41,Reprobado,ACTA-2024-S1-077-A-REC1,Normal
89e30471-3014-5c79-9455-e1c4f2ee60bd,077,S1,2024-05-26,Primera recuperacion,A,32,30,62,Aprobado,ACTA-2024-S1-077-A-REC1,Normal
f113ca9c-f96d-574a-8d4e-37dbed8a6755,077,S1,2024-05-26,Primera recuperacion,A,38,22,60,Reprobado,ACTA-2024-S1-077-A-REC1,Normal
46f5141f-c212-54cb-a059-aceb91052900,077,S1,2024-07-09,Segunda recuperacion,A,51,10,61,Aprobado,ACTA-2024-S1-077-A-REC2,Normal
0450959e-48dc-5783-9140-cfcec928c5c5,085,S1,2024-05-14,Ordinario,A,49,21,70,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
0fa55129-2054-5d0a-ac6a-c453dfc1133a,085,S1,2024-05-14,Ordinario,A,38,21,59,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
101fcc1c-02cb-502a-895a-dc14ec8bc4fc,085,S1,2024-05-14,Ordinario,A,57,14,71,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
15a0bb40-c6d6-5f6a-8142-f1c5ba0a121a,085,S1,2024-05-14,Ordinario,A,68,15,83,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
16882813-1901-5922-b351-e490c6282bc4,085,S1,2024-05-14,Ordinario,A,34,11,45,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
18a74ce6-ba44-5c94-a2c3-22a8ded6786a,085,S1,2024-05-14,Ordinario,A,49,5,54,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
229d23a0-bac6-55e3-9d53-ef85f45542e0,085,S1,2024-05-14,Ordinario,A,41,19,60,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
23b6caf2-e88d-5562-aa80-01e9ef57ebe9,085,S1,2024-05-14,Ordinario,A,49,9,58,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
366b165f-922c-5847-b813-fc6ef6c3a751,085,S1,2024-05-14,Ordinario,A,46,2,48,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
36f4d3ec-4023-5b34-8dc2-6e588a93f6a1,085,S1,2024-05-14,Ordinario,A,45,21,66,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
3e286a49-0d95-56da-aeae-91cae0ed2763,085,S1,2024-05-14,Ordinario,A,51,10,61,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
41c3459c-e2e4-550d-a299-2cc964c7cfea,085,S1,2024-05-14,Ordinario,A,44,15,59,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
4a07ae27-bce6-5958-80da-0b26f4d4650a,085,S1,2024-05-14,Ordinario,A,48,22,70,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
56d6a85b-af6a-5056-b7e5-6fc2b0054af8,085,S1,2024-05-14,Ordinario,A,49,25,74,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
6473da69-8d8c-53e3-9a2c-6841674fb2d0,085,S1,2024-05-14,Ordinario,A,53,21,74,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
6d078a78-d8e3-5b7a-89a1-43baa31b9780,085,S1,2024-05-14,Ordinario,A,48,28,76,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
717b731e-7f1f-5d15-97ab-fe9730798a9c,085,S1,2024-05-14,Ordinario,A,48,21,69,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
75ad2a1d-e65d-5b36-9b02-6dc6f12138a4,085,S1,2024-05-14,Ordinario,A,32,NSP,32,NSP,ACTA-2024-S1-085-A-ORD,Normal
7aac2ae8-68aa-51a1-b8a6-24cdb91b4935,085,S1,2024-05-14,Ordinario,A,59,5,64,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
7d36a894-5a69-5be2-93a2-a8c1d01df056,085,S1,2024-05-14,Ordinario,A,46,14,60,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
7e033645-6b36-5b24-be88-ef2953f2c850,085,S1,2024-05-14,Ordinario,A,54,0,54,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
819b9b1c-476d-5b64-949b-8bb80947bfde,085,S1,2024-05-14,Ordinario,A,37,30,67,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
83c5a92d-1d67-5123-9563-d6dad24bbc27,085,S1,2024-05-14,Ordinario,A,66,10,76,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
857bee19-f5cc-5925-8f6d-5e6dc8b42cb7,085,S1,2024-05-14,Ordinario,A,36,28,64,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
8d0b01b6-3de2-5be7-87a9-01eb3806e177,085,S1,2024-05-14,Ordinario,A,48,2,50,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
a5be436a-cb69-5107-956d-501d659bb0d7,085,S1,2024-05-14,Ordinario,A,35,NSP,35,NSP,ACTA-2024-S1-085-A-ORD,Normal
ab49c2b1-e673-50f6-ae4a-e5b321756a15,085,S1,2024-05-14,Ordinario,A,62,6,68,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
b2adc362-05d9-54d6-bd03-02e44c27e8c5,085,S1,2024-05-14,Ordinario,A,67,10,77,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
b3997c2f-90c6-5168-9d2b-373122f6b85d,085,S1,2024-05-14,Ordinario,A,48,23,71,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
ba341cb6-848c-5d30-8bb3-6dc3b8ccd016,085,S1,2024-05-14,Ordinario,A,39,29,68,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
bc607b11-c7c3-5cd1-b0c4-f95fabb7d1bf,085,S1,2024-05-14,Ordinario,A,41,12,53,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
bed9e918-22d8-53c7-891c-03d1739f37c3,085,S1,2024-05-14,Ordinario,A,58,21,79,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
c5252bea-0a8d-5efa-82fb-26d83372a130,085,S1,2024-05-14,Ordinario,A,50,17,67,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
ca045e8e-72e0-524e-b94e-790662c03e9c,085,S1,2024-05-14,Ordinario,A,45,19,64,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
cc8b8c37-cde4-5961-8d5a-293197f83e2e,085,S1,2024-05-14,Ordinario,A,68,19,87,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
d0d32b44-cc7d-5dc8-8f44-2e0cadff8dca,085,S1,2024-05-14,Ordinario,A,36,30,66,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
e6cecf06-57d6-5cdb-b2ba-c309cb7cab41,085,S1,2024-05-14,Ordinario,A,34,26,60,Reprobado,ACTA-2024-S1-085-A-ORD,Normal
f4079fd7-040c-5036-b7a6-c0842fed660b,085,S1,2024-05-14,Ordinario,A,68,14,82,Aprobado,ACTA-2024-S1-085-A-ORD,Normal
0fa55129-2054-5d0a-ac6a-c453dfc1133a,085,S1,2024-05-27,Primera recuperacion,A,38,25,63,Aprobado,ACTA-2024-S1-085-A-REC1,Normal
16882813-1901-5922-b351-e490c6282bc4,085,S1,2024-05-27,Primera recuperacion,A,34,11,45,Reprobado,ACTA-2024-S1-085-A-REC1,Normal
18a74ce6-ba44-5c94-a2c3-22a8ded6786a,085,S1,2024-05-27,Primera recuperacion,A,49,5,54,Reprobado,ACTA-2024-S1-085-A-REC1,Normal
366b165f-922c-5847-b813-fc6ef6c3a751,085,S1,2024-05-27,Primera recuperacion,A,46,2,48,Reprobado,ACTA-2024-S1-085-A-REC1,Normal
41c3459c-e2e4-550d-a299-2cc964c7cfea,085,S1,2024-05-27,Primera recuperacion,A,44,15,59,Reprobado,ACTA-2024-S1-085-A-REC1,Normal
8d0b01b6-3de2-5be7-87a9-01eb3806e177,085,S1,2024-05-27,Primera recuperacion,A,48,26,74,Aprobado,ACTA-2024-S1-085-A-REC1,Normal
e6cecf06-57d6-5cdb-b2ba-c309cb7cab41,085,S1,2024-05-27,Primera recuperacion,A,34,27,61,Aprobado,ACTA-2024-S1-085-A-REC1,Normal
16882813-1901-5922-b351-e490c6282bc4,085,S1,2024-07-14,Segunda recuperacion,A,34,28,62,Aprobado,ACTA-2024-S1-085-A-REC2,Normal
18a74ce6-ba44-5c94-a2c3-22a8ded6786a,085,S1,2024-07-14,Segunda recuperacion,A,49,5,54,Reprobado,ACTA-2024-S1-085-A-REC2,Normal
0c06f8f4-288d-57e0-8936-3d81fc7db2e7,085,S1,2024-05-12,Ordinario,B,54,13,67,Aprobado,ACTA-2024-S1-085-B-ORD,Normal
